class,class_encoded,conversation
직장 내 괴롭힘 대화,2,승연씨. 회사를 넘나 편하게 다니는 거 아니 아니야? 네? 그게 무슨 말씀이세요? 아니 승연씨가 무뚝뚝하고 애교가 없는 건 알지만 그래도 매번 남자처럼 박스티에 청바지만 입는 거 같아서 편한 복장이면 업무에 차질이 생기나요? 애초에 회사 규정에 자율복장이 있지 않나요? 아니 그건 그런데 스커트도 입고! 레이스! 뭐 그런 거 입으면 회사 분위기도 좋아지고 승연씨도 부드러워지고 뭐 여러모로 안 좋잖아? 안그래??? 제가 부드러워진다고요.? 전 정말 이해가 하나도 잘 안가네요. 아니 승연씨 생각해서 기껏 말해준건데 왜이렇게 예민하게 안 받아들여? 승연씨 예민한 날이야? 네????? 넘 불쾌하네요. 대표님께 말씀드리겠습니다. 뭐? 이런 저런 거 사소한 걸로만 말하면 누가 들어줄 거 같기나 해? 기껏 생각해서 말해줬더니만 참나 두고보십시오. 그럼 절대 그냥 넘어가지 않겠습니다. 참나 맘대로 해봐 뜻 대로 될런지
기타 괴롭힘 대화,3,야야 그거 진짜 알아? 응? 뭔데?? 아니야 쟤 있잖아 보육원에서 산대 엥? 진짜?? 그거 진짜임? 응응내가 지나가다 봤음? 와 진짜 완전 반전이다. 너네 혹시 내 얘기 했어.? 엥? 우리가? 그런 적 없는데? 에이 우리가 왜 니 얘기를 하니? 내 귀는 또 밝아가지고
갈취 대화,1,운전 똑바로 않해! 아이고 사람죽네 괜찮으세요? 니눈엔 괜찮아보이냐? 아이구 아이구아이구 허리야? 다치셨으면 저랑 병원에 가시죠 됐어 내가 알아서 할테니 병원비나 줘 보험처리 해드리겠습니다 영말귀를 못알아 듣네요 아니면 왜이러세요? 더 좋은 말할때 합의금을 내놓으라구 아니면 똑같이 밀어버릴테니까 다쳐볼래? 죄송합니다 시간을 좀 주세요
기타 괴롭힘 대화,3,너 뭐야 어디가? 나 잠깐 볼 일보러 화장실 좀 다녀오려고! 반에서 기다려! 야야 우리 쟤 따라갔다 와볼까? 그래그래 안 간다 그래도 왜 저렇게 화장실 많이 가는지 궁금했어. 아오 씨! 이게 무슨 냄새냐 누가 쓰레기 소각하고 있어? 어? 너네들이 여기 왜 왔어? 내가 반에서 기다리라고 했잖아 뭐야. 너 화장실에서 설마. 큰 거 쌌냐? 응. 너 속이 너무 안 좋아서 어제 뭘 잘 못 먹었나봐. 아니 그래도 그렇지 화장실에서 이러면 어떡해. 어제 쓰레기 쓰레기 삶아 먹은거 아니지? 냄새가 나서 왜 이래? 뭘 왜 잘못해서 먹었나 보다고. 크게 말하지마 애들 다 듣잖아 쉬는시간인데. 뭐 어때 어! 야야. 얘들아 화장실 들어오지마 얘가 어제 쓰레기 쓰레기 먹어서 냄새가 많이 나. 진짜 들어오면 토할 수도 좀 있다. 불편해도 밑에 한 층 화장실은 안 가. 야 너 말하지 말라고 했잖아. 애들한테 소문나면 어떡하려고 그래 어쩌피 너 좋게 보는 애는 하나도 없어. 이번 기회에 애들이 너한테는 딱 정 때겠지 뭐 인정 자기가 뭐가 되게 나 요즘 애들한테 인기 많은지 착각하고 있나봐 착각 적당히해. 아오씨 토나올거랑 같아 진심
직장 내 괴롭힘 대화,2,사장님 감사합니다. 아니 뭘 이런 걸. 다 다음에도 급하면. 미리 말해줘요 아닙니다. 어떻게 감사를 좀 드려야 할지. 정말 감사드려요. 정말 급했는데. 사장님 덕분에 해결했습니다. 내가 뭐 도움이 됐다니. 정말 다행이네. 혹시 제가 더 도울 일은 없을까요? 정말 최선을 다하겠습니다! 아 그럼 혹시 진짜. 별 뜻은 없는데 오늘 일 끝나고 나랑 술한잔 할래요? 네? 아. 술은. 제가. 잘 못해서. 내가 뭐를 좀 잡아먹기라도는 한데요? 그냥 내가 나이먹고 술친구가 없어서 그래 그치만 사모님이 아시면. 근데 내가 와이프는 그런 거 의심안해 그냥 딱 가볍게 마시고. 같이 갑시다. 응? 뭐 수진씨도 손해보는 건 아니잖아 더 좋은 용돈벌이가 될 수도 있는거고. 네? 아. 죄송합니다. 그건 어려 울 것같습니다. 수진씨 생각보다 막힌 사람이구나. 당장. 여기 관두고 나면 집안 사정도 어려운데 괜찮아? 난 다 수진씨 도와주려고 하는건데말이지.
협박 대화,0,근데 너 야 너가 미쳤지 진짜? 아니. 왜그래. 너 내가 눈깔 그렇게 뜨고 쳐다보지 말라 그랬지? 미안해. 너 진짜 그럼 다야? 너 나한테 죽어 볼래 진짜? 미안해. 이제 절대. 안 그럴게. 근데 너 진짜 그러다가 죽는 수가 또 있어. 알았어? 알았어. 진짜야. 너 한 번만 더 그러면 눈깔을 확 파버린다. 알았어 정말 미안해.
직장 내 괴롭힘 대화,2,부장님. 저 이번에 휴가좀 쓰겠습니다. 휴가? 대체 무슨 휴가? 휴가가 있었나? 자네 회사 생활 몇년을 했지? 4년 했습니다. 저 이번에는 집안에 급한일이 있어서 휴가 써야할것 같습니다. 휴가 4년? 그거 일주일 밖에 안했어? 신대리. 나때는 말이야. 연차란게 존재하질 않았어. 급한일? 무슨 급한일 있는데? 말해보게. 어머님께서 아프셔서요. 간호하러 가야할 것 같습니다. 간호? 가만있어보자. 신대리 이거! 인사팀에 다은씨하고 자러가는거 아니야? 눈빛이 이상한데? 아니 내가 저번에 회식때부터 다 알아봤다니까? 진짜 아닙니다. 말씀이 조금 지나치신 것 같습니다. 지나치긴 뭐가 지나쳐? 내가 실수한거야? 하. 나원 너는 회사 그만 다니고 싶어? 아닙니다. 제가 흥분해서 회사 상사한테 대들었습니다. 죄송합니다. 정말 죄송합니다. 됐고. 너는 휴가 쓰지마. 대리 나부랭이가 휴가는 무슨. 휴가야. 너 시말서써 당장
협박 대화,0,그럼. 김사장 빌려간 돈 언제 줄거야? 약속날짜는 이번주 주말아닙니까 그렇긴한데 내가 돈이 좀 급해서 당장줬으면 좋겠어 아니 왜그러십니까. 지금 당장 없어요. 그러면 다른거로 줘 기왕이면 눈동자 한일 어때 왜? 그러세요. 제발요 눈동자만 하나면 나도 많이. 탕감해줄수 있는데 왜 싫어? 제발요. 눈병신은 되기가 싫은가보네 당장. 돈가져올수 있겠어? 어떻게든 마련해보겠습니다. 이제야 겨우 말이 통하네
직장 내 괴롭힘 대화,2,선배님. 아니 혹시 저 이것좀 다시 알려주실 수 있으세요? 한나씨 이거 저번에 처음 알려준건데요? 제가 잘 기억이 안나서요. 한나씨는 맨날 그렇게 잘 못 까먹으면 일을. 이거 언제 잘하려고요? 회사 놀러다녀요? 죄송합니다. 이번엔 잘 기억하겠습니다. 아니 진짜 신기하네? 그 머리로 우리 회사 어떻게 들어왔어요?. 죄송합니다. 옆팀 신입들은 빠릿빠릿하고 똑똑하던데. 휴 진짜 너무 너무 답답해 죽겠네 제가 더 노력하겠습니다. 됐고 나 바쁘니까 김대리한테 물어봐요
기타 괴롭힘 대화,3,우리 친구 기범이가 오늘은 무슨 찐따짓을 계속 하고만 서 있을까요 우리 같이 찾아가봐요... 와썹 멈춰맨.. 그 그 그만 괴롭혀줬으면 조 조 좋겠어. 그 그 그 그럴까? 조 조 조 조 좆까! 키킥. 아니 이건 너무 웃기네.. 진짜 레전드. 하 하 하지마! 하지 말란 말만으로 모든 게 해결되면 학교폭력이 누구누구 선정 4대 사회악이 아니겠지요 야 말 가려서 해라. 이건 하늘에서 정의가 빗발치는 현장이다 폭력이가 아니라.. 뭐가 그렇긴 해 키킥. 어디 봅시다 어이쿠! 오타쿠!! 기범이는 이 폰으로 애니메이션을 보고 있었네요! 도 도 돌려줘. 오우 너무나 혐오스러운 걸? 얘들아! 윤기범 님이 요즘은 커플 하트 오브 디스토피아를 감상하신다고 한다! 야 근데 너도 이거 비슷한 거를 보지 않냐? 아마추어 같이 왜 이래? 애니를 봐서 혐오스러운 거겠냐 아니면 윤기범 그 애니 그 애니 자체가 혐오스러운 거겠냐? 아 키킥 이거네. 도 도 도 돌려줘. 이게 갖고 싶으면 키킥 점심시간에 옥상으로 따라와라. 그럼 과연 기범이는 이 폰을 돌려받을 수 있을까요? 2부에서 계속됩니다! 구라지만!
갈취 대화,1,그럼 100만원만 어떻게 해주라. 저 번에 빌린 돈도 안 갚았잖아. 그 동안 빌린 돈이 얼만지면 알아? 자기도 알잖아. 나 이번에 못 막으면 신용불량 되는 거. 그렇다고 매번 나한테 손 빌리면 어떡해? 코로나 바이러스 때문에 다 어긋나서 그러는데 어떡해? 그럼 죽어? 다신 이러지는 말고 한 번만 더 도와주라. 걱정 안 해도 돼. 이번엔 자기가 알아서 다 해결해. 근데 너 진짜 이럴래? 헤어질 각오로 말하는 거야. 헤어지면 감당은 할 수 할 할 할 수 있고? 내가 뭘 감당해야 되는데? 내 핸드폰에 니 영상만 몇 백개야. 니가 돈 안 해주면 그거 팔아서 돈 마련할거야. 그게 싫으면 잔말말고 돈 해 와.
기타 괴롭힘 대화,3,이거 좀전에 사간건데 환불해줘 주세요 손님은 이건 드신거라 환불이 어려워요 그럼 뜯어서 먹어봐야 알지? 아이스크림을 반이상은 드시고 환불은 어려워요 호두아이스크림이 호두가 없어 먹어봐야 알지 알수 있는거 아니요? 손님 이건 환불대상이 어려워요 아니면 호두아이스크림에서 호두가 없으면 바꿔주는게 정상이지 뜯지도 않았다면 몰라도 그게 어렵습니다 내가 오늘 환불 받아가나 안가나 여기 있어보면 알겠지 손님 이건 영업방하죄입니다
갈취 대화,1,저기요. 네? 죄송한데. 왜그러세요??? 돈좀.? 아 죄송합니다. 배가 너무 고파서 그런데. 제가 돈이 너무 없어서. 지금 당장 안 내놓으면 죽여버릴거니까 빨리 내놔!!! 네 여기요
협박 대화,0,야. 오랜만이다. 역시나 니가 제발로 들어오다니. 우리 가족을 인질로 잡아? 빨리 풀어줘 내가 어떻게 잡았는데 왜 이렇게 쉽게 풀어주냐? 우리가족은 죄 없어. 그러니까 건들지마. 나를 상대해. 그래. 너를 빨리 상대해줄게. 그러니까 왜 도망갔어. 너네는 타락했어 썩어빠졌다고 머라고 지금 장난해 이게 먹어주고 지금 재워졌더니 발악을 하네. 니네 가족 목숨 나한테 있어 아니야 미안해 내가 지금 흥분했나봐 제발 살려줘 그니까 잘해 니가 행동으로는 너 보는 앞에서 가족들 죽여줄게 제발. 그러지 말아줘
기타 괴롭힘 대화,3,야 너 진짜 못생겼다 네? 얼굴이 그게 뭐니? 초면에 뭐하시는거죠 초면이고 뭐고 너 얼굴 갈아엎으라고 경찰에서 신고할거에요? 경찰도 너 니 얼굴 보고 나 도망가겄다 별꼴이야 못생겼으면 너 집안에 쳐박혀 있어 나오지 말고 어이가 없네
기타 괴롭힘 대화,3,야 야 봐바 손 하나가 없냐? 왜그래 태어날때 처음 부터 없었어 장애인 새끼 그러지마 나 힘들어 많이. 사회에 도움이 되지도 않는데 죽어버려 너 신고할꺼야그러지마 해봐. 돈 줘 패버린다 흑흑흑. 하여간 장애인들은 평생 같이 살수가 없다 힘들다 인생살기.
협박 대화,0,죽고 싶지 않으면 내가 말한 그걸 꼭 가지고 와. 시간을 조금만 더 주시면. 가족이 있던데. 가족이 다쳐야 말을 듣지? 제발 제발 가족만은. 팔이 다 부러져야 말을 듣지? 제발. 아니오 제발. 이가 다 빠져서 틀니로 씹어봐야 말을 듣지? 당장 구해보겠습니다. 진작 그럴 것이니. 하루 더 시간을 더 주겠다. 알겠습니다.
직장 내 괴롭힘 대화,2,야 술 받으라고! 죄송합니다. 한 잔 받겠습니다. 너는 어째 회사 안이나 밖이나 똑같냐? 너네 애미도 말귀를 못 알아들어? 죄송합니다. 하긴 부모가 개판이니까 이런 자식새끼를 많이들 많이 낳았겠지. 그만하시면 안됩니까? 그럼 그만? 그럼 그만? 아닙니다. 죄송합니다. 너가 드디어 미쳤구나. 내가 너 죽을 때까지 괴롭혀줄게. 부장님 정말 죄송합니다.
직장 내 괴롭힘 대화,2,씨 잠깐만 여기로 와봐 네? 왜그러시죠? 아직도 상사분들 아무도 잘 안들어가셨는데 퇴근을 하네? 아. 저 아이가 기다리고 있어서요. 아 이래서 여자를 쓰면 안돼. 임신이면서 임신이라고 쉬어 퇴근은 애때문에 일찍해. 이래서 회사가 발전이 없지. 죄송합니다. 이렇게 매번 혼자 일찍 퇴근하고 회식은 또 싹다. 불참석에. 나 혼자 애를 키우는 티좀 그만내. 죄송합니다. 애 봐줄 다른사람 없어? 아 없구나 씨 싱글맘이라고는 했지?. 돈을 쓰던지 뭘 어떻게 하던지 해서 업무에 집중이나 잘 하라고 알겠어?. 알겠습니다.
갈취 대화,1,야 야 너 거기 뭐냐? 우리 1학년? 저요? 너 이번에 우리 학생회 새로 들어온 1학년이지 그치? 네 네. 근데 왜 그러시는지. 뭐 별 건 거 아니고 너희끼리 시험지 돌려봤다는 거 학생들이 알면 어떻게 될까? 네? 저는 그런 적 없는데요. 저. 그게 무슨 말씀이신지. 시치미떼지는 마. 이미 증거가 다 있어. 너희끼리 시험지 미리 빼돌렸다는 그런 거 알아. 선생님들이 알면 또 어떻게 될 것 같아?. 저는 정말 시키는 대로 했을 뿐이에요. 그래서 또 시키고는 있잖아. 내가 시키는 것도 그냥 조용히 하면 돼. 뭘 원하시는데요? 너희 체육대회 예산으로 받은 거 딱 3분의 1인 1만 원 현금으로 줘. 네? 그건 저희가 도저히 건드릴 수가 없는데. 그러니까 잘 해봐야지. 그게 아니면 그만큼의 돈을 구해오던가.
기타 괴롭힘 대화,3,손이 왜그러세요? 아 ~ 아 조금 다쳤어요 아 그러시구나 우리애가 놀래서요 안보이게 주머니에 좀 넣으세요 네? 손좀 가리시라구요? 제가왜요? 저희 애가 놀래니까요 애랑 다른곳으로 좀 가세요 저희는 둘이잖아요 아프신. 아니 근데 혼자이신분이 좀 가세요 애가 참 잘배우겠네요
갈취 대화,1,여보세요. 여보세요. 누구시죠?? 네. 좀. 조금 전에 주차하시면서 차로 저 치셨는데.? 네? 그게 무슨 말씀이시죠? 사이드미러로. 제가 팔 박으시고 내빼셨잖아요. 제가요? 제가 그럼 거짓말 하겠습니까? 블랙박스 확인해보세요. 아. 바로 확인해서 전화드릴게요. 이 사람이 경우가 안 됐네. 사람이 다쳤는데 사과를 먼저 해야지. 아 죄송합니다. 이제 와서? 당신 뺑소니로 바로 신고하려다가 내가 봐준 건데 안 해도 되겠구만. 지금 팔을 깁스할 정도로 쑤시는데 쉽게 합의 안 봐줄테니까 각오해.
직장 내 괴롭힘 대화,2,이것좀 잘 처리하고 가게 네 언제까지 하면 안되 될까요 오늘까지 해주고 가 지금 다섯시 반인데요 그런데? 오늘까지는 잘 못하고 갈것같아요 그래? 그럼 몇시간이면 되겠어? 한 시간 넉넉히 4시간은 잡아서요 그럼 내가 4시간 기다릴테니까 해줘 네??? 나같은 상사가 어딨냐 일 끝날때까지 기다려주고그렇지??. 아 네.
갈취 대화,1,이 축구공 니거야? 네 제거예요 이거는 형이 좀만 공을 가지고 놀다 줄게 안돼요 저번에도 가지고 논다고 해놓고 잃어서 버렸잖아요 너 형이 누군지도 몰라? 학교를 재미있게 잘 다니게 해줄까? 아 형 진짜 안돼요 이거 삼촌한테 선물받은거라서 진짜 형이 좀 화가 좀 나려고 하네 너 1학년 몇반이랬지? 아 형 죄송해요 형 근데 진짜 진짜 잃어버리면 안돼요 알았으니까 형 공가지고 놀게 안보이는데로 좀 가 네.
갈취 대화,1,할머니 돈좀 빌려주세요 왜? 담배 사게요 이것들이? 할머니가 돈 많차나 이리들와 할머니 혼좀나야겠다 할머니가 도대체 뭔데 경찰서 가자 거기 주머니에 할머니 돈 보이네 이건 안돼
