idx,class,conversation
618,일반 대화,"광주는 날씨 어떤데 키키
광주 날씨 오락가락임 ㅜㅜ
여긴 이미 태풍이 온 거 같음
여기는 태풍이 오지도 않은 듯
해는 쨍쨍한데 바람이 듯이 불어
여기도 바람만 많이 불더니 끝남 ^^
오만 거 다 날아다녀 ㅠ 와 이렇노
속세의 번뇌를 버리고 물건들이 날아다녀
금요일에 태풍 오는 거 알제 키키
태풍이 또 와? 간 거 아니야?
아직 안 왔을껄? 금요일에 온다던뎅
남편이 태풍 빠져나갔다 그랬는데?
아 그래? 뭐지? 금요일에 온다 그랬는데...
입벌구놈 또 나를 속였네... ㅡㅡ
키키 졸 웃기노 키키 아냐 내가 모르는 거일 수도 ;
입만 벌리면 구라 = 입 벌구 = 우리 남편 ^_^"
619,일반 대화,"아이폰 13 나왔노 ;
아이폰이 또 나왔어? 바꾼 지 1년도 안 된 거 같은데...
이제 영 실망스럽네... 바뀐 거도 없이 나오구
돈 쉽게 버네 애플은...
옛날에 그 혁신이 없어! 나올 때마다 개 충격이었는데
밀어서 잠금해제 같은 게 다시 나와야 해
키키 13은 많이 안 바꿀 듯...?
갤럭시랑 아이폰이랑 요새 별 차이가 없어
엉 그래도 희안하게 옆에 진동 버튼은 유지한다이
긍게 이상한 고집이 있어... 애플은 끝난 건가
* 나 갤럭시로 갈 뻔했자나 플립 졸 귀여웡...
아 나도 그거 보고 살뻔했다
삼성 페이 그게 그렇게 편하대 키키
아니 진짜 핸드폰 너무 귀엽고 충전독? 그것도 장난 아님
키키 어 충전독 보고 2차 충격 ㄷㄷ
귀여운 게 졸많제"
620,일반 대화,"탈레반들이 민간인을 20명이나 죽였네 ㅠ
뭐? 탈레반이 민간인을?
응 민간인은 왜 죽여 ㅠ
왜 죽인 거야? 무서웡...
진짜 나쁜 놈들이야 애들 넘 불쌍해
탈레반이 뭐 하는 애들이야?
어...? 찾아봐 세상 나쁜 놈들이야
뭐 하는 놈들인디 민간인을 죽이고 난리여 ㅡㅡ
그 막 옛날에 오사마 빈라덴 그런 거
아 테러집단이야? 들이네 ㅡㅡ
아무튼 지식인에 나오네 ^^ 찾아와
웅 검색해서 보고 드릴게여
엉 그래서 원래 그 미군이 아프간을 지켜줬는데 이번에 미군이 다 철수해가지고 걔들이 장악함
헐; 미국이 참 나라 힘이 센가 봐
응? 군대 그런 건 미국이 짱이니까 아프간 시민들만 된 거지
불쌍하다... 진짜 민간이이 아프간 사람들이야?"
621,일반 대화,"오우 가을 들어서자 너무 피부 건조해용...
워 환절기 피부 개떡이에여 ㅜㅜ
수분크림 덕지덕지 발라도 몇 시간을 안 가용
난 크림 안 바른지 겁나 오래됨 ^^
넘 건조해용... 물을 많이 먹으래서 물만 졸 먹음
물 많이 먹어야제 키키 물 먹기 졸 힘듬
크림 안 발라? 왜? 감당 가능?
그냥 귀찮아서... 애기 낳고 나서는 로션도 잘 안 바르게 됨
헐 대박 ** ㅠ 세상에나 엄마들이란
애 낳고 나서 바뀐 게 참 많아...
ㅠㅠ 울컥쓰 와 글노 니 몸 니가 챙여야지
웅 내 몸은 내가 챙기는 게 불필요한 것들이 빠지는 듯...
아무도 안 챙겨 준다고 애도 중요한데 니가 더 중요행
맞지 내가 건강해야 애기를 챙기지 ㅜㅜ
크림이 불필요냐? 안 땡기냐?
나는 근데 피부는 좀 그럭저럭인 거 같애"
622,일반 대화,"*아 어디 아픈 덴 없쥐...?
웅 아픈 데 없지~
애기도 다 건강하구?
울 애기는 허버 건강함 울트라캡숑 튼튼
*네 애기는 목욕하다가 미끄러져서 병원 갔더라고...
헐... 몇 개월이야? 괜찮대?
엉덩이를 꼬맸대 장난감에 엉덩방아 찧어서 ㅠ
찢어진 거야? ㅜㅜ 아 진짜 애기들 키우면서 별일 다 생긴다더니
피가 줄줄줄줄 지금 3살인가?
; 개소름 이번에 상하농원 갔다가 애기 다친 거 보고 충격 받았는데
엉 찢어졌댕 왜왜 상하농원이 뭐야
머리가 찢어져서 피가 줄줄줄...
헐... 우짜다가; 우리 동네 애기는 엘베에 발 끼어서 119왔어
상하농원 매일유업에서 운영하는 농장(?) 같은 거야 가서 체험하고 놀 수 있음 키키
참 한시도 눈을 뗄 수가 없구만유
애기들 있으면 그냥 눈 떼면 바로 큰일 남 ㅜㅜ"
623,일반 대화,"최근에 너를 위한 물건 뭐 샀어
옷 샀는데... 재난지원금 탈탈 ^^
키키 여전히 옷을 좋아하는군 키키
진짜 오랜만에 샀어 ㅜㅜ 애기 낳고는 1~2번 산 거 같애
응 또 시국이 이래가 쇼핑하러 안 가짐 ;
그니까 그냥 옷 안 사도 세상을 살 수 있더라고 키키
당연하지 니 옷이  좀 많니...?
우리 남편도 보고 놀랬음 ^^ 나더러 옷 장사 했냐고
사실적으로다가 평생 입을 수도 있을 듯 키키
우리 할머니는 우리 집 와서 내 신발 보고 신발 장사했냐고
키키 졸 웃겨 키키 그건 맞음 가방은 또 어떻구요 키키
난 그냥 맥시멀리스트야요 무조건 많이많이
키키 그중에 패션에 관해선 더더 그런 듯
쌓아 놔야 기부니가 좋음 ^_^
키키 기부니가 좋으면 해야쥬
패션은 나의 행복 키키"
624,일반 대화,"야 어제 스우파 봤냐...
아 못 봤어 넘 피곤해서 자버림
2시간이 마치 30분 같더라고...
VOD로 다시 볼 거야 와 졸잼각이냐?
어떻게 그럴 수가 있어... 오늘 가서 볼 꺼지?
웅 퇴근길에 지하철에서 볼 거야
어 미쳤다 탈락 그룹 나왔다고 키키
헐...진짜 탈락했어? 그 부활 안 하고?
아 집에 가기 전에 다 못 보겠는데 그럼...
와 그럼 나 도산역에서 내리게 생겼네
엉 탈락했어 ㅠ 스포는 하지 않을게
하지 마라 스포하면 진주까지 쫓아갈 기야
개 소름이더라 어제도 역시나 적시나...
와 편집도 너무 악마 편집이라 개꿀잼...
키키 엉 다음 주 또 추석 특집이래
실제로 허버 사이 좋고 잘 지내는디 맨날 악마 편집해"
625,일반 대화,"넷플 영화 콜 봤냐...?
아니 콜? 그게 또 뭐다냐
하 봐줄래...? 완전 니 스타일임
하...진짜 오늘 집에 가서 본다
키키 진짜 개 무섭거든? 애기는 재워야 함
개무섭다고? 완전 내 스탈이네
남편도 깨우고 혼자서는 못 봄
혼자서 못 볼 정도라고?! 스릴러냐?
응응 한동안 트라우마 시달림 키키
트라우마까지?... 와 너무 기대됨...
엉 공포 스릴러 개 무섭 키키 제발 봐줘
나 또 그런 거 좋아하자나
내용이 무섭다기보다 배우가 너무 연기를 잘해서
넘나 짜릿 오징어 2마리 사가야징...
진짜 사람 같애... ㅠ
연기 잘하는 배우 나오는 영화 보기 쉽지 않아"
626,일반 대화,"오늘 오빠랑 외식하고 옴 키키
올 메뉴 뭐 먹었는데? 키키
삼계탕 키키 비 오는데 방갈로에서 먹으니까 죽이더라
올 키키 비 오는 날 방갈로 키키 운치 있네 맛집이더나?
니도 가봤을걸? 키키 팔공산에 시골집!
난 오늘 집에서 배달이나 시켜 먹어야겠다 키키
키키 어 진짜가 거기 좋음 뭐 먹을 건데 비도 추적추적 오고
키키 니 먹었던 거 먹어보지 인증된 삼계탕 키키
어제는 간만에 아나고 먹었는데 키키 맛있더라 역시 간만에 뭘 먹어야 대
나도 아나고 좋아하는데 안 먹은 지 한참이다
예전에 영대병원 쪽 아나고 맛집 갔었는데 니 어디 갔노
내 마시불이라고 키키 혹시 아니 키키 아나고집 체인점인데
키키 어어 수성못에 있는 그거 아니가
오 수성못에도 있나 키키 막창도 먹었는데 먹을만하데
진짜가 난 별로였던 거 같은데 ㅋㄱㅋ 담에 같이 가보자
그러자 키키 코로나 이거 빨리 시간 좀 풀려서 천천히 먹고 싶다 ㅠㅠ
어제도 개빨리 먹고 튀어나옴...
키키 그르니까 먹다가 체하겠다 급해급해"
627,일반 대화,"이제 이 아파트 계약 다 끝나간다 ㅠㅠ
니 거기 월세로 있제? 월 얼마 내고 있노?
내 35... 관리비까지 하면 거의 40? ㅠㅠ 담엔 전세로 가곱
키키 와 키키 고정지출 월세 하나로도 크네
집 있는 게 최고다
맞다... 키키 그래도 혼자서 있으니 자유로운 생활은 짱 좋다
키키 큰일이네 그 자유 만끽하다가 결혼 안 하겠노
그런 악담을...?! 키키 내 끝나면 니 여기서 살아라
키키 ㄱ 좋지 리모델링해서 인테리어도 깔끔하고 나야 땡큐임 키키
근데 이 아파트 관리도 똑바로 안 하면서 관리비 열라 비쌈
키키 근데 관리비는 월세 전세 자가 관계없이 동일하제?
그렇지 키키 이 코딱지만한 아파트 관리비 무슨 6만원이나? 청소하는 꼴을 못 봤는데... 빨리 이사 가곱 ㅠㅜ
키키 그래도 저번 월세집에 비하면 깨끗하고 좋드만
저번 집이랑 얼마 차이 나노
10만원 키키 저번 집보다 작은데 훨 좋음... 키키
10만원 더 주고 차라리 이 아파트가 낫지 ㅠㅠ 거기는 진짜 어휴 생각도 하기 싫다
너무 오래되고 더러웠지… 곱등이 소름
키키 내 말이... 안 좋은 추억들이 많다 그 집...
다음 집은 전세로 좀... 오피스텔 이런 곳도 괜찮을 듯
키키 시집 갈 거잖아 오빠 자가! 다음 집은 거기지"
628,일반 대화,"** 니 지하철 타고 출근하나?
엉 키키 뚜벅이는 대중교통을 이용합니다 ㅠㅜㅠ
자동차 뽑고 싶네
니 면허 있잖아! 귀여운 모닝으로 한 대 뽑자
귀여운 모닝 키키 ㄱ 근데 나는 옛날부터 차 사게 되면 suv 사고 싶었다 키키 먼가 멋쁨 언니
오 역시 배운 사람답군 키키
차는 suv가 이쁜 듯 그럼 벤츠로 하나 뽑자
키키 예? 하나 사주세요 언니로 모실게여
지송 나도 똥차 qm 타고 다니는 여자라 ^^; 말이 심했네
키키 차라도 있는 게 어디여 부럽다야
요즘 전기차도 괜찮은 거 같다 키키 아이오닉 이쁘던데
키키 뚜벅이라서 머라도 있었으면 좋겠네
난 이제 뚜벅이로 못 돌아가지 싶다 키키
비 올 때 우산 들고 버스 타는 그 찝찝함...
키키 차 있는 애들은 절대 뚜벅이로 못 돌아가지 완전 불편할걸
맞제 키키 차도 있으면 예쁜 거 나오면 또 바꾸고 싶고... 키키 뭐 하나 진득하이 타질 못해
차는 참아라 한두 푼도 아니고 그라면 앙대
그라이... 키키 이번에 캐스퍼 나오면 사고 싶었는데 무슨 옵션 넣고 하면 2천이나 하더라
키키 안 그래도 기사 본 거 같다
캐스퍼가 먼지도 몰라서 남친한테 물음 키키 현대차라데"
629,일반 대화,"요즘 업무가 너무 없어서 출근하기 싫음... 시간 겁나 안 간다
키키 ㄱ 난 급여가 안 올라서 진짜 여기 나가야 되나 싶다…
병원장 협상 테이블로 좀 불러라 키키
얘기 해 볼 수 있다 아님? ㅜㅜ
키키 ㄱ 아니... 다른 병원이랑 다르게 여기는 불러서 협상을 안 하네…그냥 아무런 얘기도 없어
어이없네 키키 최저임금이랑 다 따져서 신고하자 키키
하하…난 그런 거 못해…ㅠㅠ 아쉬운 사람이 나가야겠지…
그래... 사실 나도 못해... 그냥 일개미처럼 일해야지 뭐...ㅠㅠ
키키 직장 생활 안 하면서 살고 싶네 그 날이 오기까지 힘내자
진짜 요즘 왤케 회사 나가기 싫냐... 키키
재택근무 안 되나 ㅠㅠ
키키 니 속기하면 재택 할 수 있쟈나 부럽다
나도 수입이 부족해
차라리 진짜, 속기만 듯이 하고 싶다 키키
속기할 때는 재밌게 하는데... 회사 업무는 재미도 감동도 없넹...
시험은 또 언젠데?
이번 달에 있었는데 이래저래 상황이 안돼서 못 치고 내년에 또 있움... 키키
키키 내년 몇 월달? 내년에 칠 예정이가
당근 쳐야지 키키 혹시 합격하고 기회가 돼서 대구에 공고 뜨면 바로 넣어볼 거임... 키키
ㅠㅠ 부럽다 나도 뭐라도 하고 싶은데 땡기는 게 없네"
630,일반 대화,"니 넷플에 D.P라는 거 아나? 키키 드라마
아니? 그게 머야? 키키 넷플 보긴 하는데
이거 뭐 옛날 군대? 육군인가?
뭐 탈영병 잡은 군인들 얘기라던데 겁나 재미있다고 하더라
키키 ㄱ 아 진짜? 봐야겠노
요즘 군대 복무 기간 1년 8개월인가? 2년 안 되제
1년 8개월도 안된다 아니가? 키키 요즘 군대 생활 좋더만
한때 곰신이였던 나…^ㅡ^ 추억 돋네 내 남친 뺏아가버린 군대
군대는 기다리는 거 아닌 듯 ^^...
키키 한 때의 추억으로 남길게
키키 생각해보니 지금 곰신되면는 기다릴 수 있을 거 같다
키키 진짜가 내 아들 군대 보낼게 니가 기다려줘
어? 그건 아닌 듯? 키키
육군 부실급식 또 터졌네 키키 밥에 김치 국 끝
미첬다 감옥도 그거보다 낫겠네
중간에 세금 빼돌리능 것들 못 잡나 키키 전부 병역 거부하자고 난리네
키키 그니까 니 말 듣고 디피 봤는데 내 새끼 보내기 싫더라
옛날에는 진짜 심했겠지...? 키키 시간 아깝다
키키 그니까 그것도 당연한 거였는데 나도 화나더라 보니까"
631,일반 대화,"우리도 스터디 하나 같이할래? 키키
어떤 거? 생각해둔 거 있나?
안 그래도 나 영어구몬 그만뒀음 자기계발할 거 필요함
뭐하지? 사실 딱히 생각한 건 없는데...
뭔가 자격증 딸만한 거 하면 좋을 거 같어서
이왕하는 거 자격증 같은 남는 게 있으면 더 좋지 키키
학교 다닐 때나 열심히 할걸
맞제 키키 선생님 말씀을 잘 들었어야 했어... 흑
다 인생 선배로써 하는 말들이었는데 너무 허투르 들었네 키키
그래서 뭐하지? 키키
난 영어는 별로고 중국어나 일본어 하고 싶다
에이 구래도 영어가 만능이지 키키 영어 고고씽
요즘 머 광고 보니까 영어 배우는 거 신청하면 막 단어집이랑 이것저것 많이 주데 키키
키키 아 진짜? 해봐라 자기계발 하고 좋지
뭐라도 하면 좀 낫겠지? 키키
얼마 전에 빨간색 연필로 문제 풀고 동그라미 촥촥 그리고 싶어서 수능 문제집 이런 거 찾아봤잖아 나름 자기계발 하려고... 키키
키키 수능은 에바참치 아니냐 니 수능봤나?
키키 아니 키키 난 수시 합격했지 키키
고3 공부 따위 하지 않았다
나도 고3 학교 따위 나가지 않았지…
후회는 없다... 키키 더 열심히 못 놀아서 아쉬울 뿐
키키 나도 다시 돌아가면 더 열심히 놀 거야"
632,일반 대화,"어머니 그날 이후로 별 말씀 없으시더낭? 키키
키키 우리 엄마? 니 마음에 들어하신 거 같더라
진짜가 키키 다행이다 ㅠㅠ
그때 너무 어지르고 가서...키키 늦게 가기도 하고
개안타 키키 그런 거 신경 안 쓰심
나도 너희 부모님 한번 뵈야 되는데
우리 부모님? 니 한 번도 본 적이 없나?
키키 결혼식 때 보겠농 키키
키키 어머니는 카페에서 뵌 적 있는데 아버지는 없지
아 나도 너희 아버지 사진만 봄... 키키 다음에 가족모임 같이 고? 키키
키키 니 동생도 오나? 키키 남동생 꺄
키키 내 동생... 가족 모임 참석 잘 안 해서... 키키
아 진짜가 키키 그래도 **누나 있다고 카면 댐 올걸
아 진짜가 키키 말해볼게...
나도 엄마 아빠 안 본지 좀 됐노 키키
키키 가족들 보러 본가에 좀 자주 가라
키키 진짜 누가 보면 저 멀리 지역에 사는 줄 알겠네... 키키
키키 내 말이 같은 대구 바닥에 있으면시 키키 잘해 짜샤
키키 그래 우리 모두 부모님께 잘하자 나중에 후회하지 말고
키키 응 부모님한테 잘하자
사랑 듬뿍 받고 자란 만큼 보답해드리자"
633,일반 대화,"요즘 남자친구랑 어떻닝? 해피해피하낭
키키 어어 우리 다시 만나고 아주 뜨겁다
오오 키키 니 결혼식 때는 내가 부케 받아야 되는데
키키 아마도 니가 먼저 하지 않을까?
니는 남자친구가 언제 남편될 예정인데
그런가? 키키 일단... 1월부터 같이 살 거 같기는 함 키키
결혼식은 빠르면 4월?
헐 대박 키키 ㄲ 야 그럼 지금 웨촬 알아보고 해야 되는 거 아니가
벌써? 키키 근데 귀찮다... ㅠㅠ
맘 같아선 식 안 하고 싶음
그래도 그게 너희 맘처럼 되지는 않지...
미리 알아봐라 그때되서 급하게 카지 말고
그래야지... 그래도 결혼식장은 전자관에서 하기로 이미 합의 봤다 키키
키키 좋네 신혼 전자도 다 전자관에서 해결하면 되겠다
글치 키키 당연하지 내가 먼저 식 올리면 부케는 니가 받으면 되는가?
난 아직 순서가 아니야 하하 더 있다가
쳇... 근데 요즘도 부케 던지고 하나? 키키
걍 내가 가져도 되는 거 아님? 키키
요즘에도 부케 던지지… 안 가본 지 오래됐나 결혼식...
내... 찐친은 3년 전이... 마지막인 거 같은데... 키키 아무도 가지 않아
키키 니가 먼저 가자 스타트 끊어도"
